epoch,loss,lr,psnr,ssim
0,404.46795654296875,0.1,10.054808,0.016583096
1,428.2974853515625,0.1,9.8064,0.44486016
2,370.0371398925781,0.1,10.441383,0.4634424
3,315.93145751953125,0.1,11.127898,0.47954136
4,282.3099670410156,0.1,11.616543,0.49081188
5,262.48211669921875,0.1,11.932779,0.49855548
6,250.3223876953125,0.1,12.138752,0.5041348
7,242.3935546875,0.1,12.278513,0.50841296
8,236.84597778320312,0.1,12.379044,0.511903
9,232.664794921875,0.1,12.456381,0.5149084
10,229.27719116210938,0.1,12.520066,0.5176127
11,226.35092163085938,0.1,12.575842,0.52012855
12,223.68978881835938,0.1,12.627195,0.5225258
13,221.17649841308594,0.1,12.67626,0.5248487
14,218.74142456054688,0.1,12.724335,0.5271251
15,216.34381103515625,0.1,12.772196,0.52937126
16,213.9613037109375,0.1,12.820285,0.53159773
17,211.58302307128906,0.1,12.868827,0.5338111
18,209.20547485351562,0.1,12.917902,0.53601223
19,206.82992553710938,0.1,12.967498,0.5382032
20,204.46063232421875,0.1,13.017534,0.5403825
21,202.1034393310547,0.1,13.067892,0.54254854
22,199.7652587890625,0.1,13.11843,0.5446999
23,197.45333862304688,0.1,13.168985,0.5468339
24,195.17466735839844,0.1,13.219395,0.5489482
25,192.93597412109375,0.1,13.269498,0.55104077
26,190.7432403564453,0.1,13.3191395,0.5531094
27,188.60159301757812,0.1,13.368178,0.5551528
28,186.5152130126953,0.1,13.416491,0.55716926
29,184.4871826171875,0.1,13.463972,0.55915797
30,182.51947021484375,0.1,13.510543,0.56111836
31,180.61288452148438,0.1,13.556149,0.5630504
32,178.7671661376953,0.1,13.6007595,0.56495404
33,176.98098754882812,0.1,13.644373,0.56683004
34,175.2520751953125,0.1,13.687009,0.5686791
35,173.57742309570312,0.1,13.72871,0.57050323
36,171.95330810546875,0.1,13.769539,0.57230294
37,170.37551879882812,0.1,13.809572,0.5740801
38,168.839599609375,0.1,13.848904,0.5758363
39,167.3410186767578,0.1,13.887623,0.5775743
40,165.87527465820312,0.1,13.925831,0.5792943
41,164.43817138671875,0.1,13.963623,0.58099866
42,163.02589416503906,0.1,14.001083,0.582689
43,161.63507080078125,0.1,14.038294,0.58436555
44,160.26300048828125,0.1,14.075317,0.58603096
45,158.9075164794922,0.1,14.1122055,0.58768535
46,157.5670928955078,0.1,14.148994,0.5893292
47,156.24078369140625,0.1,14.185705,0.59096277
48,154.9281005859375,0.1,14.222345,0.5925871
49,153.6290740966797,0.1,14.258912,0.5942016
50,152.34405517578125,0.1,14.29539,0.59580714
51,151.0735321044922,0.1,14.331759,0.5974035
52,149.8182373046875,0.1,14.367994,0.5989894
53,148.57891845703125,0.1,14.404068,0.6005664
54,147.35630798339844,0.1,14.439951,0.6021334
55,146.1510009765625,0.1,14.475618,0.603691
56,144.96347045898438,0.1,14.511049,0.605238
57,143.79403686523438,0.1,14.546222,0.60677564
58,142.6428680419922,0.1,14.581129,0.6083031
59,141.50985717773438,0.1,14.615761,0.60982144
60,140.39486694335938,0.1,14.650114,0.61133003
61,139.2974853515625,0.1,14.684191,0.61282945
62,138.21728515625,0.1,14.7179985,0.6143192
63,137.1537322998047,0.1,14.751545,0.61580086
64,136.10623168945312,0.1,14.784839,0.61727333
65,135.0741729736328,0.1,14.817894,0.61873794
66,134.05697631835938,0.1,14.850721,0.6201941
67,133.05404663085938,0.1,14.883333,0.621642
68,132.06488037109375,0.1,14.91574,0.6230829
69,131.08900451660156,0.1,14.94795,0.6245157
70,130.1259765625,0.1,14.979971,0.6259404
71,129.17547607421875,0.1,15.011809,0.6273577
72,128.23721313476562,0.1,15.043468,0.6287676
73,127.31092834472656,0.1,15.074951,0.63016975
74,126.39645385742188,0.1,15.106258,0.63156444
75,125.49360656738281,0.1,15.13739,0.632951
76,124.60224914550781,0.1,15.168347,0.6343302
77,123.7222900390625,0.1,15.199125,0.6357003
78,122.85355377197266,0.1,15.229728,0.637063
79,121.9959487915039,0.1,15.26015,0.63841736
80,121.14932250976562,0.1,15.290394,0.63976324
81,120.31354522705078,0.1,15.320457,0.6411004
82,119.48841857910156,0.1,15.350345,0.64242965
83,118.67378234863281,0.1,15.380054,0.64374995
84,117.86941528320312,0.1,15.40959,0.64506257
85,117.07513427734375,0.1,15.438955,0.64636576
86,116.29068756103516,0.1,15.468151,0.64766
87,115.51585388183594,0.1,15.497185,0.6489469
88,114.75041198730469,0.1,15.526057,0.6502243
89,113.994140625,0.1,15.554775,0.65149397
90,113.24679565429688,0.1,15.58334,0.6527545
91,112.50816345214844,0.1,15.611759,0.6540073
92,111.7780532836914,0.1,15.640034,0.65525174
93,111.0562744140625,0.1,15.668168,0.65648764
94,110.34262084960938,0.1,15.696165,0.65771604
95,109.636962890625,0.1,15.724028,0.65893614
96,108.93911743164062,0.1,15.7517605,0.6601483
97,108.24894714355469,0.1,15.779362,0.66135323
98,107.56629943847656,0.1,15.806837,0.66255033
99,106.89104461669922,0.1,15.834187,0.6637398
100,106.22306060791016,0.1,15.861412,0.6649222
101,105.56219482421875,0.1,15.888516,0.66609776
102,104.90834045410156,0.1,15.915501,0.6672645
103,104.2613525390625,0.1,15.942369,0.66842496
104,103.6211166381836,0.1,15.96912,0.6695789
105,102.98750305175781,0.1,15.995758,0.67072594
106,102.36038970947266,0.1,16.022287,0.6718667
107,101.73963928222656,0.1,16.048704,0.6730007
108,101.12513732910156,0.1,16.075016,0.67412746
109,100.51673889160156,0.1,16.101227,0.6752484
110,99.91433715820312,0.1,16.127333,0.6763629
111,99.31781005859375,0.1,16.153343,0.67747116
112,98.7270278930664,0.1,16.179256,0.6785736
113,98.14189147949219,0.1,16.205074,0.67966974
114,97.5622787475586,0.1,16.2308,0.68075955
115,96.98808288574219,0.1,16.25644,0.6818441
116,96.419189453125,0.1,16.28199,0.68292224
117,95.85550689697266,0.1,16.307457,0.6839942
118,95.29693603515625,0.1,16.33284,0.68506175
119,94.74337768554688,0.1,16.358145,0.6861224
120,94.19473266601562,0.1,16.38337,0.68717784
121,93.65092468261719,0.1,16.40852,0.68822765
122,93.1118392944336,0.1,16.433594,0.6892715
123,92.57740020751953,0.1,16.458595,0.6903105
124,92.04752349853516,0.1,16.483528,0.69134414
125,91.5221176147461,0.1,16.508394,0.69237137
126,91.0010986328125,0.1,16.533192,0.6933937
127,90.48439025878906,0.1,16.557926,0.6944113
128,89.97189331054688,0.1,16.5826,0.6954235
129,89.46353912353516,0.1,16.607212,0.69643027
130,88.9592514038086,0.1,16.631765,0.69743156
131,88.45895385742188,0.1,16.656265,0.69842875
132,87.96255493164062,0.1,16.68071,0.6994201
133,87.47000885009766,0.1,16.705101,0.7004066
134,86.9812240600586,0.1,16.729443,0.7013892
135,86.49613189697266,0.1,16.753738,0.70236534
136,86.0146713256836,0.1,16.777985,0.70333844
137,85.53677368164062,0.1,16.802187,0.70430607
138,85.06236267089844,0.1,16.826347,0.7052697
139,84.59140014648438,0.1,16.850468,0.70622844
140,84.1238021850586,0.1,16.874548,0.7071835
141,83.65951538085938,0.1,16.89859,0.7081326
142,83.198486328125,0.1,16.922596,0.7090789
143,82.74064636230469,0.1,16.946571,0.71002066
144,82.28593444824219,0.1,16.970512,0.710958
145,81.83432006835938,0.1,16.99442,0.7118924
146,81.38572692871094,0.1,17.018301,0.7128217
147,80.94010925292969,0.1,17.042154,0.71374786
148,80.49742126464844,0.1,17.065983,0.71466935
149,80.05758666992188,0.1,17.089787,0.71558744
150,79.62059020996094,0.1,17.113565,0.7165026
151,79.18635559082031,0.1,17.137325,0.7174126
152,78.75483703613281,0.1,17.161066,0.7183199
153,78.32601928710938,0.1,17.184788,0.71922374
154,77.89982604980469,0.1,17.208494,0.7201238
155,77.47621154785156,0.1,17.232185,0.72102034
156,77.0551528930664,0.1,17.255863,0.7219133
157,76.6365966796875,0.1,17.27953,0.72280324
158,76.22048950195312,0.1,17.303185,0.7236904
159,75.80680847167969,0.1,17.326832,0.72457373
160,75.3955078125,0.1,17.350471,0.72545385
161,74.98654174804688,0.1,17.374105,0.72633123
162,74.57988739013672,0.1,17.397734,0.72720563
163,74.17549133300781,0.1,17.421356,0.7280768
164,73.77333068847656,0.1,17.44498,0.7289447
165,73.37335968017578,0.1,17.468605,0.72980946
166,72.97555541992188,0.1,17.492228,0.730672
167,72.57986450195312,0.1,17.515854,0.7315318
168,72.18627166748047,0.1,17.539484,0.7323888
169,71.79473876953125,0.1,17.563118,0.7332426
170,71.40522766113281,0.1,17.586758,0.7340937
171,71.01773071289062,0.1,17.610405,0.7349421
172,70.63218688964844,0.1,17.63406,0.735788
173,70.24858093261719,0.1,17.657726,0.73663163
174,69.86688995361328,0.1,17.681404,0.7374725
175,69.48707580566406,0.1,17.705093,0.7383112
176,69.10911560058594,0.1,17.728798,0.73914695
177,68.73297882080078,0.1,17.752514,0.73997974
178,68.358642578125,0.1,17.776249,0.7408109
179,67.986083984375,0.1,17.8,0.74163973
180,67.61528015136719,0.1,17.823769,0.7424667
181,67.2461929321289,0.1,17.847557,0.7432912
182,66.87881469726562,0.1,17.871365,0.74411273
183,66.51312255859375,0.1,17.895197,0.7449328
184,66.1490707397461,0.1,17.91905,0.7457511
185,65.78666687011719,0.1,17.942928,0.7465662
186,65.42586517333984,0.1,17.96683,0.7473802
187,65.06666564941406,0.1,17.990759,0.7481917
188,64.70903015136719,0.1,18.014715,0.74900085
189,64.35295104980469,0.1,18.0387,0.7498085
190,63.99839782714844,0.1,18.062712,0.75061506
191,63.64536666870117,0.1,18.086754,0.75141823
192,63.293827056884766,0.1,18.11083,0.7522201
193,62.94376754760742,0.1,18.134937,0.7530197
194,62.59516143798828,0.1,18.159077,0.7538178
195,62.24800109863281,0.1,18.18325,0.7546148
196,61.90226745605469,0.1,18.207462,0.75540924
197,61.55794906616211,0.1,18.231709,0.756202
198,61.21501922607422,0.1,18.255993,0.7569937
199,60.87346649169922,0.1,18.280313,0.7577832
200,60.533287048339844,0.1,18.304672,0.75857085
201,60.19445037841797,0.1,18.329075,0.7593569
202,59.85695266723633,0.1,18.353516,0.76014173
203,59.52077102661133,0.1,18.378,0.76092505
204,59.18590545654297,0.1,18.402527,0.7617058
205,58.852325439453125,0.1,18.427097,0.7624854
206,58.520042419433594,0.1,18.451714,0.7632641
207,58.18902587890625,0.1,18.476372,0.7640406
208,57.8592643737793,0.1,18.501078,0.76481587
209,57.53075408935547,0.1,18.525833,0.7655908
210,57.2034797668457,0.1,18.550632,0.7663631
211,56.87742614746094,0.1,18.575485,0.7671343
212,56.55259704589844,0.1,18.600384,0.7679039
213,56.228973388671875,0.1,18.625336,0.76867235
214,55.90653991699219,0.1,18.650337,0.7694396
215,55.585296630859375,0.1,18.675388,0.77020514
216,55.265228271484375,0.1,18.700497,0.77096957
217,54.946327209472656,0.1,18.725657,0.77173245
218,54.62858581542969,0.1,18.750872,0.77249426
219,54.31199645996094,0.1,18.776142,0.7732551
220,53.99654769897461,0.1,18.801468,0.7740147
221,53.68223571777344,0.1,18.826849,0.7747724
222,53.36905288696289,0.1,18.852291,0.7755296
223,53.05698776245117,0.1,18.877789,0.7762854
224,52.74603271484375,0.1,18.903343,0.77703977
225,52.436187744140625,0.1,18.928963,0.77779335
226,52.12744903564453,0.1,18.954638,0.77854514
227,51.81978988647461,0.1,18.980375,0.7792969
228,51.51322937011719,0.1,19.006176,0.7800463
229,51.20774841308594,0.1,19.032036,0.7807951
230,50.903343200683594,0.1,19.05796,0.7815429
231,50.600013732910156,0.1,19.08395,0.78228974
232,50.29773712158203,0.1,19.11,0.7830361
233,49.99654006958008,0.1,19.13612,0.78378034
234,49.696388244628906,0.1,19.1623,0.7845236
235,49.39728927612305,0.1,19.18855,0.7852659
236,49.09923553466797,0.1,19.214867,0.78600687
237,48.802223205566406,0.1,19.241251,0.7867482
238,48.506256103515625,0.1,19.2677,0.78748727
239,48.211326599121094,0.1,19.29422,0.78822565
240,47.91742706298828,0.1,19.32081,0.78896403
241,47.62455749511719,0.1,19.34747,0.7897008
242,47.33271026611328,0.1,19.374199,0.7904366
243,47.04188919067383,0.1,19.401001,0.7911706
244,46.7520866394043,0.1,19.427872,0.79190457
245,46.463294982910156,0.1,19.454817,0.7926376
246,46.17552947998047,0.1,19.48183,0.79336965
247,45.888771057128906,0.1,19.508923,0.79410034
248,45.60301971435547,0.1,19.536085,0.79483086
249,45.31828308105469,0.1,19.563324,0.79556036
250,45.0345458984375,0.1,19.590633,0.7962887
251,44.75181579589844,0.1,19.618023,0.797016
252,44.4700927734375,0.1,19.645485,0.7977431
253,44.189361572265625,0.1,19.673023,0.79846907
254,43.909637451171875,0.1,19.700642,0.7991941
255,43.63091278076172,0.1,19.728333,0.7999183
256,43.353179931640625,0.1,19.756104,0.8006417
257,43.076446533203125,0.1,19.78395,0.8013643
258,42.80071258544922,0.1,19.811878,0.8020863
259,42.52596664428711,0.1,19.839884,0.80280733
260,42.25221633911133,0.1,19.86797,0.8035275
261,41.979454040527344,0.1,19.896133,0.80424666
262,41.70768737792969,0.1,19.924377,0.80496544
263,41.436920166015625,0.1,19.952705,0.805683
264,41.167144775390625,0.1,19.981112,0.8064002
265,40.89834976196289,0.1,20.0096,0.80711687
266,40.630558013916016,0.1,20.038168,0.8078321
267,40.36375045776367,0.1,20.06682,0.8085469
268,40.097938537597656,0.1,20.095554,0.80926096
269,39.83312225341797,0.1,20.124372,0.80997473
270,39.56929397583008,0.1,20.15327,0.81068695
271,39.30645751953125,0.1,20.182257,0.81139904
272,39.04461669921875,0.1,20.211327,0.81210995
273,38.78376770019531,0.1,20.240477,0.8128207
274,38.52391052246094,0.1,20.269714,0.8135308
275,38.265052795410156,0.1,20.299036,0.8142398
276,38.00718688964844,0.1,20.328442,0.81494796
277,37.75031280517578,0.1,20.357937,0.8156551
278,37.494441986083984,0.1,20.387512,0.81636214
279,37.23956298828125,0.1,20.41718,0.8170696
280,36.985687255859375,0.1,20.44693,0.8177748
281,36.73280334472656,0.1,20.476768,0.81847876
282,36.480918884277344,0.1,20.506693,0.81918323
283,36.230045318603516,0.1,20.536705,0.81988704
284,35.98017120361328,0.1,20.566805,0.82059
285,35.731292724609375,0.1,20.596992,0.8212918
286,35.48342514038086,0.1,20.627266,0.82199395
287,35.23655700683594,0.1,20.65763,0.82269514
288,34.990699768066406,0.1,20.688084,0.8233948
289,34.746334075927734,0.1,20.718569,0.8240988
290,34.5032844543457,0.1,20.749107,0.82480353
291,34.26131820678711,0.1,20.77972,0.8255072
292,34.0203857421875,0.1,20.810421,0.8262098
293,33.78044891357422,0.1,20.841208,0.82690984
294,33.541473388671875,0.1,20.87209,0.8276082
295,33.30342102050781,0.1,20.903067,0.8283056
296,33.06629943847656,0.1,20.934143,0.82900023
297,32.830108642578125,0.1,20.965319,0.82969344
298,32.59486389160156,0.1,20.99659,0.83038515
299,32.36058807373047,0.1,21.027956,0.8310753
300,32.127315521240234,0.1,21.059414,0.8317653
301,31.895063400268555,0.1,21.090961,0.83245283
302,31.663850784301758,0.1,21.122597,0.8331398
303,31.433687210083008,0.1,21.15432,0.83382607
304,31.204566955566406,0.1,21.186127,0.8345112
305,30.976497650146484,0.1,21.218025,0.83519614
306,30.74946403503418,0.1,21.250011,0.8358811
307,30.52345085144043,0.1,21.28209,0.8365661
308,30.298452377319336,0.1,21.314264,0.8372511
309,30.074466705322266,0.1,21.34653,0.83793575
310,29.851486206054688,0.1,21.378895,0.8386202
311,29.629512786865234,0.1,21.411358,0.83930504
312,29.408557891845703,0.1,21.443913,0.83999085
313,29.18869400024414,0.1,21.476551,0.84067655
314,28.969951629638672,0.1,21.509274,0.8413627
315,28.75220489501953,0.1,21.542091,0.84204775
316,28.535449981689453,0.1,21.575008,0.8427317
317,28.326114654541016,0.1,21.607021,0.84340096
318,28.10686492919922,0.1,21.640825,0.8440895
319,27.89529037475586,0.1,21.673687,0.8447664
320,27.686376571655273,0.1,21.70641,0.8454568
321,27.475345611572266,0.1,21.739666,0.8461195
322,27.266895294189453,0.1,21.772793,0.84679586
323,27.05933380126953,0.1,21.80603,0.84747005
324,26.85265350341797,0.1,21.839378,0.8481431
325,26.646848678588867,0.1,21.87284,0.8488151
326,26.44414710998535,0.1,21.906044,0.84948164
327,26.23971176147461,0.1,21.939796,0.85015047
328,26.038387298583984,0.1,21.97329,0.85081315
329,25.837932586669922,0.1,22.006895,0.85147536
330,25.638341903686523,0.1,22.040615,0.85213655
331,25.440919876098633,0.1,22.074257,0.8528137
332,25.242549896240234,0.1,22.10829,0.85347116
333,25.045677185058594,0.1,22.142344,0.8541335
334,24.849868774414062,0.1,22.176483,0.85480005
335,24.654796600341797,0.1,22.210764,0.8554648
336,24.46047592163086,0.1,22.245178,0.8561276
337,24.26694107055664,0.1,22.279724,0.85678864
338,24.07437515258789,0.1,22.314375,0.8574506
339,23.882823944091797,0.1,22.349121,0.858114
340,23.692138671875,0.1,22.383987,0.8587764
341,23.502338409423828,0.1,22.41897,0.8594383
342,23.31392478942871,0.1,22.45399,0.8601053
343,23.126235961914062,0.1,22.489155,0.8607693
344,22.939006805419922,0.1,22.524506,0.8614271
345,22.753307342529297,0.1,22.559864,0.86209095
346,22.569011688232422,0.1,22.595253,0.8627578
347,22.385112762451172,0.1,22.630842,0.8634187
348,22.20246124267578,0.1,22.666483,0.8640805
349,22.02065658569336,0.1,22.702248,0.8647398
350,21.839710235595703,0.1,22.738132,0.865396
351,21.66121482849121,0.1,22.773851,0.86606556
352,21.480815887451172,0.1,22.810196,0.86670697
353,21.30375099182129,0.1,22.84621,0.86736876
354,21.132286071777344,0.1,22.88132,0.86800444
355,20.955097198486328,0.1,22.917946,0.86866295
356,20.779056549072266,0.1,22.954643,0.8693157
357,20.607891082763672,0.1,22.990614,0.8699598
358,20.437929153442383,0.1,23.02663,0.8706029
359,20.27032470703125,0.1,23.062475,0.8712585
360,20.101314544677734,0.1,23.098862,0.87188685
361,19.934452056884766,0.1,23.135117,0.8725276
362,19.76889991760254,0.1,23.171402,0.8731729
363,19.603435516357422,0.1,23.207952,0.873808
364,19.439208984375,0.1,23.244549,0.8744476
365,19.275745391845703,0.1,23.281279,0.8750863
366,19.113067626953125,0.1,23.318142,0.87572396
367,18.951183319091797,0.1,23.35514,0.87636137
368,18.790102005004883,0.1,23.392265,0.87699795
369,18.630462646484375,0.1,23.429377,0.87763333
370,18.47162628173828,0.1,23.466614,0.8782717
371,18.31421661376953,0.1,23.50383,0.8789072
372,18.157703399658203,0.1,23.541155,0.87954116
373,18.002037048339844,0.1,23.578598,0.8801753
374,17.84795570373535,0.1,23.616016,0.88082093
375,17.69327735900879,0.1,23.653843,0.88144284
376,17.540178298950195,0.1,23.691643,0.8820762
377,17.38854217529297,0.1,23.729435,0.8827189
378,17.236589431762695,0.1,23.76759,0.88334167
379,17.08709716796875,0.1,23.80552,0.8839872
380,16.936656951904297,0.1,23.843956,0.88460636
381,16.788055419921875,0.1,23.882294,0.8852378
382,16.640365600585938,0.1,23.920734,0.88586897
383,16.493492126464844,0.1,23.959297,0.88649744
384,16.352800369262695,0.1,23.996529,0.887112
385,16.20318603515625,0.1,24.036537,0.88774955
386,16.05984115600586,0.1,24.075178,0.88837224
387,15.918031692504883,0.1,24.11377,0.88900083
388,15.776662826538086,0.1,24.152563,0.88962156
389,15.636507987976074,0.1,24.191378,0.8902451
390,15.497182846069336,0.1,24.2303,0.8908644
391,15.358671188354492,0.1,24.269344,0.8914827
392,15.224353790283203,0.1,24.307516,0.8920905
393,15.084922790527344,0.1,24.34753,0.89271235
394,14.951820373535156,0.1,24.386038,0.8933172
395,14.816301345825195,0.1,24.425634,0.89393973
396,14.68353271484375,0.1,24.464745,0.89454406
397,14.551983833312988,0.1,24.503868,0.895149
398,14.421329498291016,0.1,24.543076,0.89575064
399,14.291872024536133,0.1,24.582314,0.8963597
400,14.163139343261719,0.1,24.62168,0.89696264
401,14.035026550292969,0.1,24.661201,0.89756095
402,13.907232284545898,0.1,24.700954,0.8981484
403,13.782196044921875,0.1,24.74024,0.89874285
404,13.655923843383789,0.1,24.780312,0.89934695
405,13.53997802734375,0.1,24.817326,0.8999145
406,13.410558700561523,0.1,24.859161,0.9005234
